,Autoridad Administrativa del Agua ,Administración Local del Agua ,Departamento,Provincia,Distrito,Sector,Zona,Este (Inicial),Norte (Inicial),Este (Final),Norte (Final),Longitud,Propuesta de Actividad,Latitud
370,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,JAQUI,Mochica Bajo,18,557342.0,8282084.0,557342.0,8282084.0,-74.46526908729307,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Yauca",-15.53810595841667
371,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,JAQUI,Patahuasi,18,559778.0,8290438.0,559778.0,8290438.0,-74.44275591315777,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en el rio Yauca",-15.46252626275906
372,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,JAQUI,Toma Nueva,18,560009.0,8290653.0,560009.0,8290653.0,-74.44060784607511,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Yauca",-15.460577145914632
373,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,QUICACHA,Arasqui la Victoria,18,626708.0,8266065.0,626708.0,8266065.0,-73.81765328510146,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en el rio Chaparra",-15.680382768631423
374,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,QUICACHA,Doble Cerco,18,634259.0,8278333.0,634259.0,8278333.0,-73.7478784107484,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en el rio Chaparra",-15.569105766926768
375,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,QUICACHA,Molino Chiuchine,18,628162.0,8270937.0,628162.0,8270937.0,-73.80434378303669,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en el rio Chaparra",-15.636272413895439
376,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,QUICACHA,Sahuara,18,629962.0,8273756.0,629962.0,8273756.0,-73.78770366390351,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en el rio Chaparra",-15.610700181779606
377,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,YAUCA,La Banda,18,553094.0,8271084.0,553094.0,8271084.0,-74.50464351236056,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Yauca",-15.637642978438969
378,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,YAUCA,La Palma,18,553021.0,8271190.0,553021.0,8271190.0,-74.50532687107864,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Yauca",-15.63668623563947
379,Chaparra Chincha,Chaparra Acari,AREQUIPA,CARAVELI,YAUCA,San Francisco Alto,18,553436.0,8272785.0,553436.0,8272785.0,-74.50149000842165,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Yauca",-15.622258070785744
380,Chaparra Chincha,Chaparra Acari,AYACUCHO,LUCANAS,SAISA,Huanca,18,556423.0,8330313.0,556423.0,8330313.0,-74.47492774370953,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Acari",-15.102107976016402
381,Chaparra Chincha,Chaparra Acari,AYACUCHO,LUCANAS,SAISA,Pampa Redonda Alta,18,556227.0,8330023.0,556227.0,8330023.0,-74.47674524265697,"Limpieza y descolmatación, protección con roca al volteo, reforestación en el río Acari",-15.104734022163345
382,Chaparra Chincha,Chaparra Acari,AYACUCHO,PARINACOCHAS,CORACORA,Coracora,18,631551.0,8339501.0,631551.0,8339501.0,-73.77634279803318,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en la quebrada Santa Barbara",-15.016355578977958
383,Chaparra Chincha,Chaparra Acari,AYACUCHO,PARINACOCHAS,PULLO,Relave,18,601208.0,8273572.0,601208.0,8273572.0,-74.05588586148559,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en la quebrada la Charpa",-15.613679843070251
384,Chaparra Chincha,Chaparra Acari,AYACUCHO,PARINACOCHAS,PULLO,Relave,18,600371.0,8274360.0,600371.0,8274360.0,-74.06372534775095,"Limpieza y descolmatación , conformación de diques, proteccion con roca al volteo en la quebrada la Esperanza",-15.606590119745466
385,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Cabildo,18,469684.0,8377106.0,469684.0,8377106.0,-75.28157367109407,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  300  ML. y un ancho de  30 m.",-14.67947609686043
386,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Chacra Nueva,18,462031.0,8363378.0,462031.0,8363378.0,-75.35285334180531,"Limpieza, Descolmatacion y Construccion Dique Compactado en la Margen Derecha, Sector Chacra Nueva, Distrito Changuillo.",-14.803497460404037
387,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Changuillo Toma Alta,18,475422.0,8381512.0,475422.0,8381512.0,-75.22823846157009,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  515 ML y un ancho de 30 m.",-14.639698079990861
388,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,La Angostura (La Angostura -San Javier),18,484667.0,8377021.0,484667.0,8377021.0,-75.14241318163442,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  420 ML. y un ancho de 30 m.",-14.680371638113703
389,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,La Legua,18,482908.0,8377272.0,482908.0,8377272.0,-75.15874912621469,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  630  ML. y un ancho de 30 m.",-14.678091642578373
390,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,La Legua - San Juan (La Legua San Javier),18,482305.0,8377163.0,482305.0,8377163.0,-75.1643504615888,"Limpieza, Descolmatacion y Construccion Dique Compactado en la Margen Derecha, Sector La Legua-San Juan, Distrito Changuillo.",-14.67907326476107
391,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,La Legua- San Javier,18,482236.0,8377148.0,482236.0,8377148.0,-75.16499143063736,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1300  ML y un ancho de  30 m.",-14.679208432046135
392,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Las Mercedes (La Merced),18,471975.0,8379134.0,471975.0,8379134.0,-75.26027345727603,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  1960 m y un ancho de  30 m.",-14.661164972555648
393,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Puente Grande,18,476516.0,8379710.0,476516.0,8379710.0,-75.21809542047389,"Limpieza, Descolmatacion y Construccion Dique Compactado en la Margen Derecha, Sector Puente Grande, Distrito Changuillo.",-14.65600048981859
394,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,San Javier,18,480935.0,8377865.0,480935.0,8377865.0,-75.1770698206507,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  2,000  ML. y un ancho de  30 m.",-14.6727168219056
395,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,San Juan - Chiquerillo,18,474233.0,8380818.0,474233.0,8380818.0,-75.23928659850723,"Limpieza, Descolmatacion y Construccion Dique Compactado en la Margen Derecha, Sector San Juan de Chiquerio, Distrito Changuillo.",-14.645961746833096
396,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Santa Rosa -Coyungo (Papagayo),18,464464.0,8371734.0,464464.0,8371734.0,-75.33012923892628,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  1440  ML. y un ancho de  30 m.",-14.727982180023123
397,Chaparra Chincha,Grande,ICA,NASCA,CHANGUILLO,Ventilla (Ventanilla),18,486625.0,8377233.0,486625.0,8377233.0,-75.12422619304087,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  670  ML. y un ancho de  30 m.",-14.678465288276703
398,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Aja,18,507121.0,8361512.0,507121.0,8361512.0,-74.93381760125193,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  620  ML y un ancho de 30 m.",-14.820629247677294
399,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Aja,18,506323.0,8361503.0,506323.0,8361503.0,-74.94123416870562,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen derecha, en un tramo de  620 m y un ancho de 30 m.",-14.820712632319163
400,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Cahuachi,18,488207.0,8362248.0,488207.0,8362248.0,-75.1096004599781,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1000 ML. y un ancho de 30 m.",-14.813958234441627
401,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Cangungue,18,513461.0,8363584.0,513461.0,8363584.0,-74.87490462205214,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen derecha, en un tramo de  490 m y un ancho de 30 m.",-14.80187108212612
402,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Cantayo,18,509697.0,8360956.0,509697.0,8360956.0,-74.90987425946673,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  650 m y un ancho de 30 m.",-14.825648115764649
403,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Estaquería,18,483626.0,8362611.0,483626.0,8362611.0,-75.15217246080257,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen derecha, en un tramo de  1250 m y un ancho de 30 m.",-14.810652034549506
404,Chaparra Chincha,Grande,ICA,NASCA,NASCA,La Tiza,18,502857.0,8360228.0,502857.0,8360228.0,-74.97344569174706,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  760 ML. y un ancho de 30 m.",-14.83224634026983
405,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Llicuas,18,505343.0,8359907.0,505343.0,8359907.0,-74.9503389755461,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  1100 ML. y un ancho de 30 m.",-14.8351447887973
406,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Majoro-Llicuas,18,504329.0,8359505.0,504329.0,8359505.0,-74.95976302174184,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  2,000 ML. y un ancho de 30 m.",-14.838781254998766
407,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Matara,18,510455.0,8362520.0,510455.0,8362520.0,-74.90283557667024,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  400 ML. y un ancho de 35 m.",-14.811504564714681
408,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Molino,18,514340.0,8363864.0,514340.0,8363864.0,-74.86673748588323,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  380 m y un ancho de 30 m.",-14.799334923308095
409,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Molino -Trigal,18,514974.0,8363976.0,514974.0,8363976.0,-74.86084634217306,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  520 ml. y un ancho de 30 m.",-14.798318810109196
410,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Orcona,18,512987.0,8363221.0,512987.0,8363221.0,-74.87930776248226,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  688  ML y un ancho de 30 m.",-14.805155445379748
411,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Pacheco Alto (Soygongo),18,495673.0,8359958.0,495673.0,8359958.0,-75.04021763195912,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  550 ML. y un ancho de 30 m.",-14.834685524360886
412,Chaparra Chincha,Grande,ICA,NASCA,NASCA,San Carlos- San Agustin,18,510478.0,8351415.0,510478.0,8351415.0,-74.90257681470918,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1550  ML. y un ancho de 30 m.",-14.91190838447547
413,Chaparra Chincha,Grande,ICA,NASCA,NASCA,San Mauricio,18,504628.0,8361036.0,504628.0,8361036.0,-74.95698662632644,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  1150 m y un ancho de 30 m.",-14.824938431888375
414,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Sausal,18,514769.0,8361802.0,514769.0,8361802.0,-74.86273903692248,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  620 m y un ancho de 30 m.",-14.81797585500195
415,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Sausal Alto (Sausal),18,517831.0,8361953.0,517831.0,8361953.0,-74.83428236481035,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  2000 ML. y un ancho de 30 m.",-14.816591893136799
416,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Soysongo (Pacheco Alto),18,496753.0,8360051.0,496753.0,8360051.0,-75.0301793740697,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  700 ML. y un ancho de 30 m.",-14.83384621392194
417,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Soysonguito,18,498374.0,8360044.0,498374.0,8360044.0,-75.01511292834152,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  500 ML. y un ancho de 30 m.",-14.833910986491487
418,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Soysonguito,18,497586.0,8360202.0,497586.0,8360202.0,-75.02243688135697,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  500 m y un ancho de 30 m.",-14.832481853987806
419,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Tierras  Blancas,18,513871.0,8361451.0,513871.0,8361451.0,-74.87108302689481,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen derecha, en un tramo de  1600 m y un ancho de 40 m.",-14.82115419135815
420,Chaparra Chincha,Grande,ICA,NASCA,NASCA,Tiza Alto (La Tiza),18,508239.0,8362048.0,508239.0,8362048.0,-74.92342864561454,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  750 ML. y un ancho de 30 m.",-14.81577985555747
421,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Chauchilla Alto,18,512014.0,8346716.0,512014.0,8346716.0,-74.88827333486195,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1280 ML y un ancho de 30 m.",-14.954386763128287
422,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Copara -La Joya,18,510728.0,8344154.0,510728.0,8344154.0,-74.90022202772496,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1000 ML y un ancho de 30 m.",-14.977555962152676
423,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Francia,18,506622.0,8343932.0,506622.0,8343932.0,-74.93841013159616,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  2500 m y un ancho de 30 m.",-14.97957662799617
424,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,León -Poroma,18,506662.0,8343932.0,506662.0,8343932.0,-74.93803809992762,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen izquierda, en un tramo de  2000 ML. y un ancho de 30 m.",-14.979576527209629
425,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Pajonal Alto,18,506266.0,8350730.0,506266.0,8350730.0,-74.9417377984372,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen derecha, en un tramo de  3,400  ML. y un ancho de 30 m.",-14.918114982823948
426,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Santa Luisa,18,521147.0,8344362.0,521147.0,8344362.0,-74.80331999738542,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  630 m y un ancho de 30 m.",-14.975612410365164
427,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Santa Luisa,18,518856.0,8343919.0,518856.0,8343919.0,-74.82462436019878,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  605 m y un ancho de 30 m.",-14.979635042041968
428,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Santa Luisa De Totoral-Miranda,18,516669.0,8344062.0,516669.0,8344062.0,-74.84496605480706,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1000 m y un ancho de 30 m.",-14.978356885339831
429,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Trancas,18,515352.0,8344034.0,515352.0,8344034.0,-74.85721492618556,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  570  ML. y un ancho de 30 m.",-14.978618037710742
430,Chaparra Chincha,Grande,ICA,NASCA,VISTA ALEGRE,Valdivia-Santa Rita,18,514786.0,8344084.0,514786.0,8344084.0,-74.8624794266341,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  2000 m y un ancho de 30 m.",-14.97816921203572
431,Chaparra Chincha,Grande,ICA,PALPA,LLIPATA,La Victoria-San Antonio,18,478014.0,8391043.0,478014.0,8391043.0,-75.20408905944501,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  1,300 m y un ancho de  30 m.",-14.553546020736347
432,Chaparra Chincha,Grande,ICA,PALPA,LLIPATA,Pueblo Nuevo,18,476165.0,8388216.0,476165.0,8388216.0,-75.2212781409246,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  1,500 m y un ancho de  30 m.",-14.579090748321715
433,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Chipiona (Pte. Palpa-Chipiona),18,479526.0,8393363.0,479526.0,8393363.0,-75.19003576407316,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  660 m y un ancho de 30 m.",-14.53258147354337
434,Chaparra Chincha,Grande,ICA,PALPA,PALPA,L a Alameda,18,481681.0,8393161.0,481681.0,8393161.0,-75.17003492774359,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  550  ML. y un ancho de 30 m.",-14.534423230366556
435,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Mollaque,18,482354.0,8396014.0,482354.0,8396014.0,-75.16376925565903,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  670 m y un ancho de 30 m.",-14.508632093455322
436,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Mollaque chico,18,481764.0,8395547.0,481764.0,8395547.0,-75.16924812745178,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  960  ML. y un ancho de 30 m.",-14.512850623287452
437,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Pellejo,18,481277.0,8392933.0,481277.0,8392933.0,-75.17378640983279,Descolmatacion de cauce,-14.536481953230908
438,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Pichango I,18,481738.0,8395451.0,481738.0,8395451.0,-75.16949009293603,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  850 m y un ancho de 30 m.",-14.513718439762343
439,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Pichango Ii,18,482351.0,8396025.0,482351.0,8396025.0,-75.16379702490585,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  640 m y un ancho de 30 m.",-14.508532616703155
440,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Puerto Pellejo,18,482720.0,8393701.0,482720.0,8393701.0,-75.16038755204919,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1024 m y un ancho de  30 m.",-14.52954758679153
441,Chaparra Chincha,Grande,ICA,PALPA,PALPA,San Pedro,18,480914.0,8394786.0,480914.0,8394786.0,-75.17714241577765,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  770  ML. y un ancho de  30 m.",-14.519725431037282
442,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Utua Medio,18,480443.0,8394214.0,480443.0,8394214.0,-75.18151809837589,Descolmatacion de cauce,-14.524893859440386
443,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Utua-San Antonio (Pacae-La Maquina),18,480351.0,8394017.0,480351.0,8394017.0,-75.1823734521202,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  985  ML. y un ancho de  30 m.",-14.526674382899524
444,Chaparra Chincha,Grande,ICA,PALPA,PALPA,Victoria,18,478515.0,8391392.0,478515.0,8391392.0,-75.19943562243878,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  derecha, en un tramo de  1000  ML. y un ancho de 30 m.",-14.550394537287083
445,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE, Molino,18,476380.0,8393727.0,476380.0,8393727.0,-75.2192329504626,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  270 m y un ancho de  30 m.",-14.529264864473525
446,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE,Gramadal,18,480301.0,8404718.0,480301.0,8404718.0,-75.18275832174827,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  600 m y un ancho de  30 m.",-14.429919974376118
447,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE,Gramadal,18,481625.0,8407097.0,481625.0,8407097.0,-75.17045854366134,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  870 ML. y un ancho de  30 m.",-14.408419106993133
448,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE,La Isla,18,479148.0,8403112.0,479148.0,8403112.0,-75.193467830234,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  800 ML. y un ancho de 30 m.",-14.444432279496759
449,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE,Pampa Blanca,18,489878.0,8428274.0,489878.0,8428274.0,-75.09381888556078,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  930 m y un ancho de  30 m.",-14.216984808339431
450,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE,Pampa Blanca Baja,18,489490.0,8427420.0,489490.0,8427420.0,-75.0974184861043,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  1,100  ML. y un ancho de  30 m.",-14.224705083429193
451,Chaparra Chincha,Grande,ICA,PALPA,RIO GRANDE,San Miguel,18,480548.0,8406361.0,480548.0,8406361.0,-75.18045481931084,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  900 ML. y un ancho de 30 m.",-14.415066334986783
452,Chaparra Chincha,Grande,ICA,PALPA,SANTA CRUZ,Locari Bajo,18,475312.0,8401123.0,475312.0,8401123.0,-75.22907701417051,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  250 m y un ancho de  30 m.",-14.462384085863068
453,Chaparra Chincha,Grande,ICA,PALPA,SANTA CRUZ,Tinguiallocc,18,478493.0,8407920.0,478493.0,8407920.0,-75.1995062988789,"Se propone encauzamiento, descolmación en ambas margenes y construcción de gaviones  en la margen  izquierda, en un tramo de  579 m y un ancho de  30 m.",-14.400955089292417
454,Chaparra Chincha,Ica,ICA,ICA,ICA,Calle Puno,18,421682.0,8445636.0,421682.0,8445636.0,-75.72539661287317,Gavion,-14.058928858714975
455,Chaparra Chincha,Ica,ICA,ICA,ICA,Mollendo,18,421813.0,8445245.0,421813.0,8445245.0,-75.72419445502057,Gavion,-14.062467617595777
456,Chaparra Chincha,Ica,ICA,ICA,ICA,Tacaraca,18,422486.0,8442540.0,422486.0,8442540.0,-75.71803760777603,Enrocado,-14.086942745062743
457,Chaparra Chincha,Ica,ICA,ICA,LOS AQUIJES,Dren Colector,18,422429.0,8441672.0,422429.0,8441672.0,-75.71859013918811,Enrocado,-14.094788946204272
458,Chaparra Chincha,Ica,ICA,ICA,LOS AQUIJES,Primavera,18,422349.0,8440764.0,422349.0,8440764.0,-75.71935691447528,Muro de contension con gaviones,-14.102996151274684
459,Chaparra Chincha,Ica,ICA,ICA,LOS AQUIJES,Villa de Valverde,18,422514.0,8442636.0,422514.0,8442636.0,-75.71777553760785,Construccion de dique enrocado,-14.08607556013685
460,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Bocatoma La Banda,18,425569.0,8420198.0,425569.0,8420198.0,-75.69009124276563,Enrocado,-14.289024507932439
461,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Bocatoma Pinilla,18,425412.0,8415517.0,425412.0,8415517.0,-75.69167630141949,Enrocado,-14.331341678947076
462,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Bocatoma Pinilla II,18,425568.0,8415662.0,425568.0,8415662.0,-75.69022573326339,Enrocado,-14.330034931485281
463,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Bocatoma Pinilla III,18,425436.0,8415466.0,425436.0,8415466.0,-75.6914551667344,Enrocado,-14.331803422621961
464,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Cordova,18,426832.0,8411984.0,426832.0,8411984.0,-75.67860504521924,Enrocado,-14.363321877685838
465,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Puente Ocucaje,18,425927.0,8413971.0,425927.0,8413971.0,-75.68694336825044,Construccion de dique enrocado,-14.345333068452485
466,Chaparra Chincha,Ica,ICA,ICA,OCUCAJE,Puente Ocucaje II,18,425910.0,8413933.0,425910.0,8413933.0,-75.68710206307433,Construccion de dique enrocado,-14.345676172963893
467,Chaparra Chincha,Ica,ICA,ICA,PARCONA,Acomayo,18,421737.0,8445556.0,421737.0,8445556.0,-75.72488949841618,Enrocado,-14.059653685605301
468,Chaparra Chincha,Ica,ICA,ICA,PARCONA,San Jeronimo,18,425766.0,8446833.0,425766.0,8446833.0,-75.68753948799906,Enrocado,-14.048217026616966
469,Chaparra Chincha,Ica,ICA,ICA,PUEBLO NUEVO,Toma San Agustin,18,421933.0,8439430.0,421933.0,8439430.0,-75.72324853764339,Construccion de dique enrocado,-14.115045562474819
470,Chaparra Chincha,Ica,ICA,ICA,SAN JOSE DE LOS MOLINOS,Batea Comezango,18,425285.0,8459927.0,425285.0,8459927.0,-75.69164029063768,Enrocado,-13.929816982187674
471,Chaparra Chincha,Ica,ICA,ICA,SANTIAGO,Bocatoma Sacta,18,422611.0,8426225.0,422611.0,8426225.0,-75.71734265775247,Enrocado,-14.234452788045074
472,Chaparra Chincha,Ica,ICA,ICA,SANTIAGO,"Cantoral, Santiago, Casablanca",18,422193.0,8432969.0,422193.0,8432969.0,-75.7210239840255,Limpieza canal Cd Santiago,-14.173467781730436
